id,title,subject,topic,year_group,year_band,diagram_type,description,style_notes,tags,source,curated,image_url,asset_ref
pdl-1692,Instrument — tambourine,Music,Instruments of the orchestra,Year 3,LKS2,diagram_a,Tambourine drawn cleanly with name and family (string/wind/brass/percussion) tag.,"Three-quarter view, single-light render, family tag in colour","[""instrument"",""orchestra-family"",""tambourine""]",Adaptly Primary Catalogue,0,,
pdl-1693,Instrument — maracas,Music,Instruments of the orchestra,Year 3,LKS2,diagram_a,Maracas drawn cleanly with name and family (string/wind/brass/percussion) tag.,"Three-quarter view, single-light render, family tag in colour","[""instrument"",""orchestra-family"",""maracas""]",Adaptly Primary Catalogue,0,,
pdl-1694,Instrument — harp,Music,Instruments of the orchestra,Year 3,LKS2,diagram_a,Harp drawn cleanly with name and family (string/wind/brass/percussion) tag.,"Three-quarter view, single-light render, family tag in colour","[""instrument"",""orchestra-family"",""harp""]",Adaptly Primary Catalogue,0,,
pdl-1695,Instrument — harmonica,Music,Instruments of the orchestra,Year 3,LKS2,diagram_a,Harmonica drawn cleanly with name and family (string/wind/brass/percussion) tag.,"Three-quarter view, single-light render, family tag in colour","[""instrument"",""orchestra-family"",""harmonica""]",Adaptly Primary Catalogue,0,,
pdl-1696,Composer card — Bach,Music,Composers,Year 5,UKS2,diagram_a,Composer card — Bach,"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1697,Composer card — Mozart,Music,Composers,Year 5,UKS2,diagram_a,Composer card — Mozart,"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1698,Composer card — Beethoven,Music,Composers,Year 5,UKS2,diagram_a,Composer card — Beethoven,"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1699,Composer card — Holst (Planets),Music,Composers,Year 5,UKS2,diagram_a,Composer card — Holst (Planets),"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1700,Composer card — Stravinsky (Firebird),Music,Composers,Year 5,UKS2,diagram_a,Composer card — Stravinsky (Firebird),"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1701,Composer card — Errollyn Wallen,Music,Composers,Year 5,UKS2,diagram_a,Composer card — Errollyn Wallen,"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1702,Composer card — Florence Price,Music,Composers,Year 5,UKS2,diagram_a,Composer card — Florence Price,"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1703,Composer card — Hans Zimmer (film),Music,Composers,Year 5,UKS2,diagram_a,Composer card — Hans Zimmer (film),"Silhouette portrait, parchment-style background","[""composer""]",Adaptly Primary Catalogue,0,,
pdl-1704,Singing posture — standing tall,Music,Voice and singing,Year 3,LKS2,diagram_a,Singing posture — standing tall,Child silhouette with arrows for breath direction,"[""singing"",""voice""]",Adaptly Primary Catalogue,0,,
pdl-1705,Breathing for singing — diaphragm,Music,Voice and singing,Year 3,LKS2,diagram_a,Breathing for singing — diaphragm,Child silhouette with arrows for breath direction,"[""singing"",""voice""]",Adaptly Primary Catalogue,0,,
pdl-1706,Pitch ladder (low → high),Music,Voice and singing,Year 3,LKS2,diagram_a,Pitch ladder (low → high),Child silhouette with arrows for breath direction,"[""singing"",""voice""]",Adaptly Primary Catalogue,0,,
pdl-1707,Round / canon — entry diagram,Music,Voice and singing,Year 3,LKS2,diagram_a,Round / canon — entry diagram,Child silhouette with arrows for breath direction,"[""singing"",""voice""]",Adaptly Primary Catalogue,0,,
pdl-1708,Equipment — football,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — football,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1709,Equipment — netball,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — netball,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1710,Equipment — basketball,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — basketball,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1711,Equipment — cricket bat and ball,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — cricket bat and ball,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1712,Equipment — rugby ball,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — rugby ball,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1713,Equipment — hockey stick and ball,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — hockey stick and ball,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1714,Equipment — tennis racket and ball,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — tennis racket and ball,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1715,Equipment — badminton racket and shuttlecock,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — badminton racket and shuttlecock,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1716,Equipment — gymnastics mat,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — gymnastics mat,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1717,Equipment — skipping rope,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — skipping rope,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1718,Equipment — bean bag,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — bean bag,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1719,Equipment — cone,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — cone,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1720,Equipment — relay baton,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — relay baton,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1721,Equipment — swim cap and goggles,Physical education,Sports equipment,Year 3,LKS2,diagram_a,Equipment — swim cap and goggles,"Single object, clean drop shadow, sport tag","[""PE"",""equipment""]",Adaptly Primary Catalogue,0,,
pdl-1722,Pitch — football,Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Pitch — football,"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1723,Pitch — rugby,Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Pitch — rugby,"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1724,Pitch — cricket (oval),Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Pitch — cricket (oval),"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1725,Court — netball,Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Court — netball,"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1726,Court — basketball,Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Court — basketball,"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1727,Court — tennis,Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Court — tennis,"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1728,Court — badminton,Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Court — badminton,"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1729,Track — 400m athletics,Physical education,Pitches and courts,Year 4,LKS2,diagram_a,Track — 400m athletics,"Top-down vector, dashed lines, zone names","[""PE"",""pitch"",""court""]",Adaptly Primary Catalogue,0,,
pdl-1730,Gym shape — tuck,Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym shape — tuck,"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1731,Gym shape — straddle,Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym shape — straddle,"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1732,Gym shape — pike,Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym shape — pike,"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1733,Gym shape — straight (pencil),Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym shape — straight (pencil),"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1734,Gym shape — star,Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym shape — star,"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1735,Gym balance — front support,Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym balance — front support,"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1736,Gym balance — arabesque,Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym balance — arabesque,"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1737,Gym balance — bridge,Physical education,Gymnastics,Year 3,LKS2,diagram_a,Gym balance — bridge,"Cartoon child silhouette in shape, clear silhouette","[""PE"",""gymnastics""]",Adaptly Primary Catalogue,0,,
pdl-1738,Dance — unison group shape,Physical education,Dance,Year 4,LKS2,diagram_a,Dance — unison group shape,"Pair or solo silhouettes, motion arrow","[""PE"",""dance""]",Adaptly Primary Catalogue,0,,
pdl-1739,Dance — canon (sequential),Physical education,Dance,Year 4,LKS2,diagram_a,Dance — canon (sequential),"Pair or solo silhouettes, motion arrow","[""PE"",""dance""]",Adaptly Primary Catalogue,0,,
pdl-1740,Dance — mirror partner,Physical education,Dance,Year 4,LKS2,diagram_a,Dance — mirror partner,"Pair or solo silhouettes, motion arrow","[""PE"",""dance""]",Adaptly Primary Catalogue,0,,
pdl-1741,Dance — contrast levels (high/mid/low),Physical education,Dance,Year 4,LKS2,diagram_a,Dance — contrast levels (high/mid/low),"Pair or solo silhouettes, motion arrow","[""PE"",""dance""]",Adaptly Primary Catalogue,0,,
pdl-1742,Fitness component — endurance,Physical education,Fitness,Year 5,UKS2,diagram_a,Fitness component — endurance,Icon plus child mascot showing the activity,"[""PE"",""fitness""]",Adaptly Primary Catalogue,0,,
pdl-1743,Fitness component — strength,Physical education,Fitness,Year 5,UKS2,diagram_a,Fitness component — strength,Icon plus child mascot showing the activity,"[""PE"",""fitness""]",Adaptly Primary Catalogue,0,,
pdl-1744,Fitness component — speed,Physical education,Fitness,Year 5,UKS2,diagram_a,Fitness component — speed,Icon plus child mascot showing the activity,"[""PE"",""fitness""]",Adaptly Primary Catalogue,0,,
pdl-1745,Fitness component — flexibility,Physical education,Fitness,Year 5,UKS2,diagram_a,Fitness component — flexibility,Icon plus child mascot showing the activity,"[""PE"",""fitness""]",Adaptly Primary Catalogue,0,,
pdl-1746,Fitness component — agility,Physical education,Fitness,Year 5,UKS2,diagram_a,Fitness component — agility,Icon plus child mascot showing the activity,"[""PE"",""fitness""]",Adaptly Primary Catalogue,0,,
pdl-1747,Fitness component — coordination,Physical education,Fitness,Year 5,UKS2,diagram_a,Fitness component — coordination,Icon plus child mascot showing the activity,"[""PE"",""fitness""]",Adaptly Primary Catalogue,0,,
pdl-1748,Heart rate — at rest vs exercise,Physical education,Healthy living,Year 5,UKS2,diagram_a,Heart rate — at rest vs exercise,"Heart-rate-line motif, comparing rest vs exercise","[""PE"",""healthy-living""]",Adaptly Primary Catalogue,0,,
pdl-1749,Warm-up routine sequence,Physical education,Healthy living,Year 5,UKS2,diagram_a,Warm-up routine sequence,"Heart-rate-line motif, comparing rest vs exercise","[""PE"",""healthy-living""]",Adaptly Primary Catalogue,0,,
pdl-1750,Cool-down stretches sequence,Physical education,Healthy living,Year 5,UKS2,diagram_a,Cool-down stretches sequence,"Heart-rate-line motif, comparing rest vs exercise","[""PE"",""healthy-living""]",Adaptly Primary Catalogue,0,,
pdl-1751,Hydration during exercise reminder,Physical education,Healthy living,Year 5,UKS2,diagram_a,Hydration during exercise reminder,"Heart-rate-line motif, comparing rest vs exercise","[""PE"",""healthy-living""]",Adaptly Primary Catalogue,0,,
pdl-1752,Sleep / exercise / nutrition triangle,Physical education,Healthy living,Year 5,UKS2,diagram_a,Sleep / exercise / nutrition triangle,"Heart-rate-line motif, comparing rest vs exercise","[""PE"",""healthy-living""]",Adaptly Primary Catalogue,0,,
pdl-1753,Active travel ideas (walk/cycle/scoot),Physical education,Healthy living,Year 5,UKS2,diagram_a,Active travel ideas (walk/cycle/scoot),"Heart-rate-line motif, comparing rest vs exercise","[""PE"",""healthy-living""]",Adaptly Primary Catalogue,0,,
pdl-1754,Athletics — sprint start technique,Physical education,Athletics,Year 5,UKS2,diagram_a,Athletics — sprint start technique,Stick-figure sequence,"[""PE"",""athletics""]",Adaptly Primary Catalogue,0,,
pdl-1755,Athletics — long jump phases,Physical education,Athletics,Year 5,UKS2,diagram_a,Athletics — long jump phases,Stick-figure sequence,"[""PE"",""athletics""]",Adaptly Primary Catalogue,0,,
pdl-1756,Athletics — high jump (Fosbury flop simplified),Physical education,Athletics,Year 5,UKS2,diagram_a,Athletics — high jump (Fosbury flop simplified),Stick-figure sequence,"[""PE"",""athletics""]",Adaptly Primary Catalogue,0,,
pdl-1757,Athletics — relay baton change,Physical education,Athletics,Year 5,UKS2,diagram_a,Athletics — relay baton change,Stick-figure sequence,"[""PE"",""athletics""]",Adaptly Primary Catalogue,0,,
pdl-1758,Symbol — cross (Christianity),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — cross (Christianity),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1759,Symbol — fish/Ichthus (Christianity),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — fish/Ichthus (Christianity),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1760,Symbol — Star of David (Judaism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — Star of David (Judaism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1761,Symbol — menorah (Judaism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — menorah (Judaism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1762,Symbol — crescent and star (Islam),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — crescent and star (Islam),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1763,Symbol — Kaaba (Islam — sacred site),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — Kaaba (Islam — sacred site),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1764,Symbol — Aum (Hinduism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — Aum (Hinduism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1765,Symbol — diya lamp (Hinduism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — diya lamp (Hinduism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1766,Symbol — Khanda (Sikhism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — Khanda (Sikhism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1767,Symbol — Ek Onkar (Sikhism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — Ek Onkar (Sikhism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1768,Symbol — Dharma wheel (Buddhism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — Dharma wheel (Buddhism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1769,Symbol — lotus flower (Buddhism),Religious education,Religious symbols,Year 3,LKS2,diagram_a,Symbol — lotus flower (Buddhism),"Single symbol on plain coloured background, name plate","[""RE"",""symbols"",""world-religions""]",Adaptly Primary Catalogue,0,,
pdl-1770,Church — exterior,Religious education,Places of worship,Year 4,LKS2,diagram_a,Church — exterior,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1771,Church — interior with altar / lectern / font,Religious education,Places of worship,Year 4,LKS2,diagram_a,Church — interior with altar / lectern / font,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1772,Mosque — exterior with minaret,Religious education,Places of worship,Year 4,LKS2,diagram_a,Mosque — exterior with minaret,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1773,Mosque — interior with qibla wall and mihrab,Religious education,Places of worship,Year 4,LKS2,diagram_a,Mosque — interior with qibla wall and mihrab,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1774,Synagogue — exterior,Religious education,Places of worship,Year 4,LKS2,diagram_a,Synagogue — exterior,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1775,Synagogue — interior with bimah and ark,Religious education,Places of worship,Year 4,LKS2,diagram_a,Synagogue — interior with bimah and ark,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1776,Mandir — exterior,Religious education,Places of worship,Year 4,LKS2,diagram_a,Mandir — exterior,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1777,Mandir — interior shrine,Religious education,Places of worship,Year 4,LKS2,diagram_a,Mandir — interior shrine,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1778,Gurdwara — exterior with Nishan Sahib,Religious education,Places of worship,Year 4,LKS2,diagram_a,Gurdwara — exterior with Nishan Sahib,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1779,Gurdwara — interior with Guru Granth Sahib on takht,Religious education,Places of worship,Year 4,LKS2,diagram_a,Gurdwara — interior with Guru Granth Sahib on takht,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1780,Buddhist temple — exterior,Religious education,Places of worship,Year 4,LKS2,diagram_a,Buddhist temple — exterior,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1781,Buddhist temple — interior with Buddha statue,Religious education,Places of worship,Year 4,LKS2,diagram_a,Buddhist temple — interior with Buddha statue,"Architectural illustration, soft palette, key feature highlighted","[""RE"",""places-of-worship""]",Adaptly Primary Catalogue,0,,
pdl-1782,Sacred text — Bible (Old and New Testaments),Religious education,Sacred texts,Year 4,LKS2,diagram_a,Sacred text — Bible (Old and New Testaments),"Book closed or scroll partially open, traditional binding","[""RE"",""sacred-texts""]",Adaptly Primary Catalogue,0,,
pdl-1783,Sacred text — Qur'an (closed book on rihal stand),Religious education,Sacred texts,Year 4,LKS2,diagram_a,Sacred text — Qur'an (closed book on rihal stand),"Book closed or scroll partially open, traditional binding","[""RE"",""sacred-texts""]",Adaptly Primary Catalogue,0,,
pdl-1784,Sacred text — Torah scroll,Religious education,Sacred texts,Year 4,LKS2,diagram_a,Sacred text — Torah scroll,"Book closed or scroll partially open, traditional binding","[""RE"",""sacred-texts""]",Adaptly Primary Catalogue,0,,
pdl-1785,Sacred text — Guru Granth Sahib (covered),Religious education,Sacred texts,Year 4,LKS2,diagram_a,Sacred text — Guru Granth Sahib (covered),"Book closed or scroll partially open, traditional binding","[""RE"",""sacred-texts""]",Adaptly Primary Catalogue,0,,
pdl-1786,Sacred text — Vedas (palm-leaf bundle),Religious education,Sacred texts,Year 4,LKS2,diagram_a,Sacred text — Vedas (palm-leaf bundle),"Book closed or scroll partially open, traditional binding","[""RE"",""sacred-texts""]",Adaptly Primary Catalogue,0,,
pdl-1787,Sacred text — Tipitaka (basket motif),Religious education,Sacred texts,Year 4,LKS2,diagram_a,Sacred text — Tipitaka (basket motif),"Book closed or scroll partially open, traditional binding","[""RE"",""sacred-texts""]",Adaptly Primary Catalogue,0,,
pdl-1788,Festival — Christmas (nativity star),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Christmas (nativity star),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1789,Festival — Easter (cross and lily),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Easter (cross and lily),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1790,Festival — Pentecost (flames),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Pentecost (flames),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1791,Festival — Lent (purple cloth and ashes),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Lent (purple cloth and ashes),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1792,Festival — Eid al-Fitr (crescent and dates),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Eid al-Fitr (crescent and dates),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1793,Festival — Eid al-Adha (lamb and crescent),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Eid al-Adha (lamb and crescent),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1794,Festival — Ramadan (crescent and dates with sunset),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Ramadan (crescent and dates with sunset),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1795,Festival — Hanukkah (menorah),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Hanukkah (menorah),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1796,Festival — Pesach / Passover (Seder plate),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Pesach / Passover (Seder plate),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1797,Festival — Yom Kippur (shofar),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Yom Kippur (shofar),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1798,Festival — Diwali (diya lamps),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Diwali (diya lamps),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1799,Festival — Holi (powder colours),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Holi (powder colours),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1800,Festival — Vaisakhi (Khanda),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Vaisakhi (Khanda),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1801,Festival — Wesak (lotus and Buddha),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Wesak (lotus and Buddha),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1802,Festival — Harvest festival (basket of produce),Religious education,Religious festivals,Year 3,LKS2,diagram_a,Festival — Harvest festival (basket of produce),"Festive palette, central symbol, decoration around the edge","[""RE"",""festivals""]",Adaptly Primary Catalogue,0,,
pdl-1803,Jesus — silhouette with halo (Christianity),Religious education,Religious leaders,Year 5,UKS2,diagram_a,Jesus — silhouette with halo (Christianity),"Respectful, traditional iconography style","[""RE"",""religious-leaders""]",Adaptly Primary Catalogue,0,,
pdl-1804,Moses — silhouette with tablets (Judaism),Religious education,Religious leaders,Year 5,UKS2,diagram_a,Moses — silhouette with tablets (Judaism),"Respectful, traditional iconography style","[""RE"",""religious-leaders""]",Adaptly Primary Catalogue,0,,
pdl-1805,"Prophet Muhammad — name calligraphy ﷺ (Islam, no figurative depiction)",Religious education,Religious leaders,Year 5,UKS2,diagram_a,"Prophet Muhammad — name calligraphy ﷺ (Islam, no figurative depiction)","Respectful, traditional iconography style","[""RE"",""religious-leaders""]",Adaptly Primary Catalogue,0,,
pdl-1806,Guru Nanak — silhouette with traditional turban (Sikhism),Religious education,Religious leaders,Year 5,UKS2,diagram_a,Guru Nanak — silhouette with traditional turban (Sikhism),"Respectful, traditional iconography style","[""RE"",""religious-leaders""]",Adaptly Primary Catalogue,0,,
pdl-1807,Buddha — seated meditation silhouette,Religious education,Religious leaders,Year 5,UKS2,diagram_a,Buddha — seated meditation silhouette,"Respectful, traditional iconography style","[""RE"",""religious-leaders""]",Adaptly Primary Catalogue,0,,
pdl-1808,Mahatma Gandhi (cross-curricular RE/History),Religious education,Religious leaders,Year 5,UKS2,diagram_a,Mahatma Gandhi (cross-curricular RE/History),"Respectful, traditional iconography style","[""RE"",""religious-leaders""]",Adaptly Primary Catalogue,0,,
pdl-1809,Story — Noah's Ark (Christianity/Judaism/Islam),Religious education,Religious stories,Year 3,LKS2,diagram_a,Story — Noah's Ark (Christianity/Judaism/Islam),"Storybook palette, neutral characters where possible","[""RE"",""religious-stories""]",Adaptly Primary Catalogue,0,,
pdl-1810,Story — The Good Samaritan (parable),Religious education,Religious stories,Year 3,LKS2,diagram_a,Story — The Good Samaritan (parable),"Storybook palette, neutral characters where possible","[""RE"",""religious-stories""]",Adaptly Primary Catalogue,0,,
pdl-1811,Story — David and Goliath (silhouette),Religious education,Religious stories,Year 3,LKS2,diagram_a,Story — David and Goliath (silhouette),"Storybook palette, neutral characters where possible","[""RE"",""religious-stories""]",Adaptly Primary Catalogue,0,,
pdl-1812,Story — Moses and the burning bush,Religious education,Religious stories,Year 3,LKS2,diagram_a,Story — Moses and the burning bush,"Storybook palette, neutral characters where possible","[""RE"",""religious-stories""]",Adaptly Primary Catalogue,0,,
pdl-1813,Story — The Nativity scene,Religious education,Religious stories,Year 3,LKS2,diagram_a,Story — The Nativity scene,"Storybook palette, neutral characters where possible","[""RE"",""religious-stories""]",Adaptly Primary Catalogue,0,,
